transaction_id,user_id,amount,merchant_category,timestamp,location,is_fraud
fdbaea61-776d-4cbb-8c82-77b825973376,USER7269,2176.76,travel,2026-03-30 14:36:18.804130,Delhi,False
60232036-0b68-49e4-8402-075d32ecfec0,USER4445,1476.94,electronics,2026-03-28 04:08:18.782973,Chennai,False
91aa65a8-efc7-4c93-949a-b4b3d59ada4c,USER9029,4626.99,electronics,2026-05-03 03:12:18.732891,Pune,False
1c8ab45e-c6e3-49d1-80b9-380c765b5119,USER6471,3594.65,fashion,2026-04-29 06:52:18.770324,Bangalore,False
96a9a664-fbce-477d-92a9-66b4088620d0,USER9973,1095.33,restaurant,2026-04-27 09:06:18.729690,Kolkata,False
f50856d1-8248-4f27-98e2-05c3051ebfff,USER2272,4230.53,grocery,2026-03-17 17:39:18.770124,Hyderabad,False
0947d033-ca64-482c-b712-05c2f5b50b9e,USER1527,4210.41,fashion,2026-04-25 01:09:18.661040,Kolkata,False
b8c54012-7868-4a4b-b42e-404c968ca1ed,USER8768,759.65,fashion,2026-05-04 00:31:18.753975,Hyderabad,False
31dd4617-9180-45fd-b4fb-fab5c2cf4b56,USER6172,1077.61,restaurant,2026-03-17 01:55:18.799290,Kolkata,False
f99d9073-9417-47d2-82f5-24f81e3802bc,USER6654,3791.57,grocery,2026-03-22 14:25:18.766461,Kolkata,False
052ea9c6-fec5-4ca5-81b5-601480eccc29,USER8285,2388.54,travel,2026-04-14 22:33:18.676286,Kolkata,False
08ff6815-ab0d-4c68-a487-1f5c50d65d61,USER5778,87130.84,gaming,2026-04-13 16:31:18.823546,Unknown,True
092241e3-2241-46e7-afca-9f195b7a11fd,USER9122,988.81,healthcare,2026-03-15 22:40:18.806232,Unknown,False
9669bc8e-bd2c-45c2-b14d-41a9bd9a29ef,USER8492,4652.99,crypto,2026-03-19 03:23:18.682577,Pune,False
0878b99b-e508-46d1-814c-8a01257ce956,USER3234,3895.07,fashion,2026-03-25 00:06:18.788040,Chennai,False
7f24a015-7298-48dc-9b01-214102c936fc,USER2087,3636.53,crypto,2026-04-17 02:07:18.759660,Mumbai,False
b0c20800-b611-4514-9c92-ddfe2e11cbcc,USER3195,553.65,healthcare,2026-04-03 02:35:18.794538,Unknown,False
3792a84c-c807-4ea5-8d3c-e764081466e7,USER2388,2434.18,restaurant,2026-05-12 16:40:18.778502,Unknown,False
162990af-89e5-4977-82cf-f58ceb26ce9c,USER7744,3279.41,gaming,2026-03-30 19:43:18.791279,Pune,False
0cd5f992-6019-42a5-aa88-3643f0494a85,USER8904,246.58,gaming,2026-05-08 05:51:18.725034,Unknown,False
ddfa1e93-5187-4efd-bd7a-50e35eed0bbc,USER7019,4330.99,restaurant,2026-03-10 02:19:18.731158,Unknown,False
0b144f06-1d59-49ac-bdfe-11a87ebbf704,USER5629,2037.28,healthcare,2026-03-28 07:23:18.728516,Hyderabad,False
3881738b-4182-41b4-b9d2-0ac503dda566,USER9130,4473.11,travel,2026-04-27 21:35:18.621321,Unknown,False
38987672-025c-427d-ae1e-d358bf2caf0c,USER9280,4658.73,grocery,2026-05-12 02:23:18.622561,Bangalore,False
4f952fc8-4c4e-424b-a953-04dfa990ff53,USER1635,4270.21,restaurant,2026-05-05 15:43:18.777676,Pune,False
84ac1c8d-0ca6-4480-aa7e-befd7ee6e0d9,USER5139,1619.64,electronics,2026-05-02 09:38:18.708121,Unknown,False
c9bfe6ae-2a4d-4adc-bc1b-56d14dae49f8,USER1615,3229.81,fashion,2026-04-27 15:28:18.757580,Kolkata,False
8a251587-e7a3-44a8-9345-4ac5e24a865e,USER5901,4321.06,gaming,2026-03-06 11:12:18.621062,Mumbai,False
31313c8c-ec88-484b-850d-7fc1ab5efbee,USER9107,3170.56,gaming,2026-03-09 04:52:18.628711,Kolkata,False
b644569b-405d-410a-97d5-22829f20274d,USER2729,2596.28,restaurant,2026-04-23 04:58:18.614068,Chennai,False
17ca2633-aff5-4ab7-8e4d-a67521ad3ff1,USER4849,484.92,healthcare,2026-03-13 00:33:18.780469,Kolkata,False
aa123abc-7ed2-4eb6-9091-2f39ab3e9cec,USER5567,3406.8,healthcare,2026-03-11 06:47:18.696157,Pune,False
e4bd478a-bc71-4638-aa1f-f1e73914c8b1,USER4859,2236.16,crypto,2026-05-03 16:42:18.727492,Kolkata,False
733a06b0-8cc2-44d3-a858-e73c7a1d1139,USER9077,1631.76,fashion,2026-04-25 02:06:18.663004,Delhi,False
3b201819-093a-4f1b-8567-94e90aa443e6,USER4086,1518.23,electronics,2026-03-10 14:42:18.724957,Unknown,False
f836e6f6-dcf4-4e22-90c9-fc1840918f54,USER4646,2162.85,healthcare,2026-03-13 01:08:18.786783,Unknown,False
b3c5c73e-f086-4705-9ab9-b0909f71a91d,USER7857,1916.43,travel,2026-05-07 11:22:18.792060,Pune,False
7d635071-9919-44db-b2e8-349169fb51b6,USER3058,4853.17,fashion,2026-04-04 07:44:18.648828,Pune,False
248b5f05-6099-4afa-8a0b-6b7d67887f8d,USER3605,3571.9,travel,2026-04-13 02:33:18.759382,Bangalore,False
69ab0d95-fe31-474f-bc0c-4e3d511d3412,USER3804,804.82,restaurant,2026-04-07 19:23:18.711290,Pune,False
b205ed3e-7f65-45ce-b096-7289e9f7a3ee,USER4552,1680.87,crypto,2026-04-02 12:58:18.790170,Delhi,False
8908da5a-a32c-48f2-8d25-f59bc20e28dc,USER5094,1137.59,crypto,2026-04-22 05:42:18.740392,Pune,False
244ccebc-3ea9-4903-a133-6f0df8330205,USER2523,1873.05,grocery,2026-04-28 23:56:18.788462,Hyderabad,False
08b14dd7-9a93-4d2a-a940-ef9213591076,USER8627,982.66,healthcare,2026-03-30 09:50:18.661831,Hyderabad,False
5d770cd6-98a2-4fcf-ab32-47b2ebf879a6,USER7968,4985.91,healthcare,2026-04-23 10:22:18.664233,Kolkata,False
df1ee1c8-f84d-4806-b661-469e1592729f,USER4383,2268.14,crypto,2026-03-08 04:48:18.710823,Unknown,False
df98fe10-296e-4cf8-a0e9-cd6830ab3baa,USER1334,2945.2,electronics,2026-04-02 13:09:18.619238,Delhi,False
3f0b0266-a020-48bc-a558-af5028c5b344,USER4906,4047.16,healthcare,2026-03-24 23:35:18.615964,Mumbai,False
8f22f32e-7526-4ca2-965e-eaf265ccd3dd,USER1739,2359.0,healthcare,2026-04-09 15:00:18.691365,Pune,False
d1b4074e-5872-4843-a10d-9fc557046549,USER7953,4847.22,grocery,2026-05-11 02:25:18.740702,Unknown,False
2d50cb24-12ca-4a7d-a94c-0ecbabdbeece,USER4739,1779.34,electronics,2026-04-05 14:56:18.782884,Delhi,False
f97a987e-5e09-4f44-bcdb-acd99d924694,USER8419,1359.07,gaming,2026-03-16 14:32:18.693587,Kolkata,False
b4917327-16b6-46dc-98c0-be7ec269ddc3,USER5141,2210.95,restaurant,2026-04-27 17:56:18.757613,Mumbai,False
6fccf86e-1f14-4f21-bc0d-1cff13f3c5c7,USER3845,4951.52,crypto,2026-04-16 01:46:18.764604,Delhi,False
34600878-721d-4934-a206-1d835c9aa60b,USER8848,4871.65,crypto,2026-03-18 00:44:18.671687,Mumbai,False
657b3869-e247-4562-b41a-f521b25371af,USER9027,3355.95,gaming,2026-05-08 11:27:18.681527,Hyderabad,False
77cd609b-85b7-48c2-aee0-d5dd4bc102c4,USER9752,4673.73,gaming,2026-04-06 05:43:18.711108,Chennai,False
5e4c197f-b4e5-47ba-abc8-df85f4726415,USER4608,43.33,electronics,2026-05-02 05:42:18.732189,Unknown,False
fb3c7c0d-4cc7-4b4d-aaf2-8e30f2b164f7,USER3016,1537.95,restaurant,2026-03-27 11:44:18.780805,Bangalore,False
4b6eab01-d6f2-4d8b-96fe-41c7130ec055,USER5695,908.56,grocery,2026-04-17 11:16:18.705073,Delhi,False
5cce02d9-1e14-4429-a118-751d1f0b79f8,USER9568,92.35,electronics,2026-04-04 14:15:18.810133,Bangalore,False
6c7a2d07-dfbc-437c-91f8-a93f582f54d8,USER9090,3290.63,gaming,2026-05-10 22:04:18.711439,Hyderabad,False
a93a7b12-7d29-497e-9928-a16272aa823b,USER6325,4846.73,travel,2026-05-03 00:19:18.798185,Bangalore,False
b7a6e11e-e53e-4daa-ad02-357f1e1bc8f9,USER1709,743.16,fashion,2026-04-05 05:02:18.799045,Pune,False
3d415a69-3fbd-4200-89d6-adc942a17013,USER6513,46.8,restaurant,2026-05-10 15:03:18.740685,Hyderabad,False
3f58b1dc-a61d-4594-bd0b-da6c807ec30a,USER2819,477.94,restaurant,2026-03-08 10:20:18.694481,Chennai,False
08070f4e-07de-4a7a-b8e5-b47dcd330ff4,USER6539,4368.67,fashion,2026-03-23 00:17:18.683012,Delhi,False
6dee1310-73c2-4d69-8b5f-5a1ed544b863,USER1001,3041.55,electronics,2026-03-30 00:35:18.795969,Delhi,False
74bcc2fa-c92a-4aab-b6a3-fe0dc61e384a,USER8985,957.09,electronics,2026-05-08 19:53:18.795259,Bangalore,False
4dfdd317-5dcf-42ec-8e29-df4decd672e6,USER8602,4929.88,healthcare,2026-03-18 07:59:18.779880,Bangalore,False
d6955285-5c6a-4d0e-8348-9d436b0f73d4,USER7096,3247.51,restaurant,2026-04-10 11:58:18.725448,Chennai,False
c26d4247-1428-46f8-8d83-dc3df59b4ed3,USER9505,4774.4,crypto,2026-04-07 06:15:18.786321,Chennai,False
b4500a2d-d295-49f7-acc5-e9c623e94a3c,USER8852,2253.57,gaming,2026-03-22 07:09:18.738411,Hyderabad,False
ecbdebf1-3cfb-4683-a6a5-79a130ef63f0,USER3843,4057.43,grocery,2026-03-11 13:29:18.622431,Bangalore,False
cd406a43-a940-438d-9f84-99c39db8fd63,USER2571,4023.83,fashion,2026-03-19 19:46:18.622816,Kolkata,False
bd2efacb-64cf-4822-bbb0-d0706021e0ed,USER5009,1104.9,crypto,2026-03-22 08:38:18.726553,Delhi,False
797160d0-04d6-49e9-8599-9d2b104f7396,USER6643,970.71,crypto,2026-03-20 16:38:18.794716,Bangalore,False
3e16a54c-edad-49a8-92bd-aa4605e95c48,USER4175,3971.13,travel,2026-04-06 04:09:18.612888,Pune,False
46d45849-318c-4eaa-8df9-859623acffb3,USER5467,3941.4,fashion,2026-04-15 19:47:18.658008,Hyderabad,False
0cb5150d-8644-4c82-9d78-c1d9563857c7,USER5450,3723.02,gaming,2026-04-10 14:16:18.692559,Hyderabad,False
ecfe3d5f-80c3-46c6-be90-893d1fbd929b,USER9448,1441.99,travel,2026-05-05 06:11:18.806681,Chennai,False
dfb37845-ab59-4877-9b38-36b47da49182,USER1200,4905.23,travel,2026-03-24 23:27:18.665998,Mumbai,False
44108149-f863-4f02-bba2-ec0008b2f932,USER2428,1763.71,electronics,2026-04-18 07:28:18.787388,Pune,False
216a5ba8-0862-4ccc-9eaf-93adbd39359f,USER4515,117184.6,crypto,2026-03-13 20:16:18.819501,Unknown,True
9a4fde4f-ae68-42a3-9d51-9730b610ccad,USER4766,4721.41,electronics,2026-04-11 05:22:18.710857,Hyderabad,False
a8b18031-3dc3-4995-883c-7f382fa2bbd2,USER5599,1800.87,electronics,2026-03-31 10:10:18.739235,Hyderabad,False
3b6d9b8a-cd1a-4cea-b2f0-a8442e297afa,USER3825,4880.96,travel,2026-03-10 09:51:18.690370,Delhi,False
1bce9180-a511-4548-b76e-8f8c04b4a7d5,USER9278,4187.74,travel,2026-03-09 05:22:18.726354,Pune,False
6a81c429-6040-4695-9bd3-aa5e00f16f0a,USER2320,1690.48,grocery,2026-03-08 13:42:18.750552,Mumbai,False
00f6b0be-17af-487b-ac40-5cd7d661e21f,USER1431,3959.79,electronics,2026-04-25 01:52:18.697084,Bangalore,False
2df982e8-a3ca-4229-9a60-65007ff5fb2c,USER3138,2360.7,healthcare,2026-03-27 01:38:18.724989,Pune,False
ac673d8c-50a0-42a0-bace-4008c6949885,USER4494,3650.76,fashion,2026-05-12 09:55:18.788979,Hyderabad,False
be034fec-0874-4169-a1ff-c1fc051098e4,USER8555,2655.7,travel,2026-05-03 01:43:18.698559,Delhi,False
5acb3c97-84ca-43bb-aac9-8f8c0c56c967,USER1658,4665.77,healthcare,2026-03-19 23:42:18.794913,Chennai,False
38108997-c6f3-4f36-9dd9-0ef0938c7015,USER2078,686.89,grocery,2026-04-25 03:33:18.674429,Pune,False
8a6d76fe-2462-4e33-a6cb-faaab9f46330,USER9656,4751.37,travel,2026-05-12 12:13:18.811342,Kolkata,False
801103fa-e862-45d7-91b2-20b0f9e43d13,USER5823,542.65,travel,2026-03-24 08:56:18.798519,Mumbai,False
393edc82-9df0-4534-b23f-c45f2843a1ba,USER4030,131.15,fashion,2026-05-14 10:15:18.738673,Delhi,False
6fa383c4-0d6d-43ca-a4f3-2a50e05e7fcf,USER8600,872.92,crypto,2026-03-27 05:12:18.805972,Unknown,False
a95d001c-2019-41bc-9234-53644dfbbe74,USER5553,4099.27,healthcare,2026-03-26 11:50:18.626874,Chennai,False
1fcec4ca-ae01-47f4-beaf-ac7241585074,USER8027,876.41,grocery,2026-04-22 15:14:18.748064,Mumbai,False
7e004dc9-36ae-4dec-a219-148a688fc833,USER1370,2286.15,grocery,2026-05-03 05:57:18.765565,Bangalore,False
4108478c-e5ef-410a-ae34-71bcbbff4d43,USER2889,3421.39,restaurant,2026-04-25 11:07:18.796728,Kolkata,False
8b63f392-2819-4d04-b271-a447de402e75,USER3416,3272.19,fashion,2026-04-10 12:44:18.657886,Delhi,False
b89d099b-458c-4b1a-bc0e-49f06e1fd097,USER2058,3238.54,restaurant,2026-04-27 02:59:18.748966,Unknown,False
9bac0e94-feb5-497c-815c-dd4078325343,USER6787,3172.84,travel,2026-04-06 10:37:18.728987,Mumbai,False
65475b93-4802-426a-8263-1f932212a43c,USER2174,3600.67,fashion,2026-05-11 21:54:18.795160,Pune,False
9c0f731a-07cb-4d1f-9dfe-3645f358f6b8,USER9040,3772.09,gaming,2026-05-01 12:44:18.663732,Unknown,False
4ec7df67-9e1c-4913-8797-9bf48654fb3d,USER4655,3379.6,gaming,2026-03-20 18:46:18.804519,Bangalore,False
d799e970-9621-4f12-9523-d99a7fdcba5a,USER8113,144241.99,electronics,2026-03-24 04:21:18.824253,Unknown,True
84b9ad14-5be1-4d33-bacd-9c7d055bcdd1,USER3543,2380.44,fashion,2026-03-08 12:28:18.728651,Delhi,False
80783cf9-22b4-4973-aed6-1010d86c00c7,USER6417,4011.13,travel,2026-03-31 01:45:18.669895,Mumbai,False
29efdd77-3764-4bb0-be32-253d69d5d398,USER9799,749.59,grocery,2026-04-11 09:03:18.629431,Delhi,False
800e20eb-ee8a-47d3-b793-091da8ed6053,USER4206,4152.32,fashion,2026-05-06 14:37:18.675772,Delhi,False
0fb65fd3-c503-4237-93c7-cd3d6e0628b4,USER5818,4188.94,electronics,2026-04-26 22:09:18.725407,Pune,False
f0232724-2aa8-4a8f-ac59-a4c9e89aa5e8,USER4874,1359.78,grocery,2026-05-08 10:03:18.761301,Hyderabad,False
88a42fd3-99bb-4098-80e8-27fc69a76c14,USER1483,540.91,grocery,2026-03-27 19:38:18.716506,Hyderabad,False
5b5a4e49-6edb-4b83-b1fd-021c4ef23fcc,USER7562,3358.1,crypto,2026-05-08 11:03:18.678570,Chennai,False
91ec463a-cfd2-4477-9b6d-b75496dfc959,USER3770,57830.55,electronics,2026-03-06 11:38:18.823114,Unknown,True
3a277139-7075-4d34-99ac-59efe52c99b4,USER1273,146.16,grocery,2026-04-24 19:39:18.671660,Unknown,False
34423730-0a65-49a3-9cbe-b93afc7690ac,USER6668,3138.98,fashion,2026-04-28 18:41:18.782636,Bangalore,False
0d622cf6-7a6b-471b-8209-b9400aeaaf76,USER8914,906.6,healthcare,2026-03-16 04:47:18.780728,Mumbai,False
043c38d6-1dbd-494e-a670-5137c10e3e9c,USER2016,3378.4,gaming,2026-03-14 20:14:18.794118,Bangalore,False
2d362851-fe6a-4a4e-9657-613fcd7a9124,USER8739,3307.25,gaming,2026-05-07 18:49:18.782918,Hyderabad,False
589b959a-bac2-4deb-8e3f-22dfd28024ae,USER9408,48.05,gaming,2026-04-27 17:59:18.749546,Hyderabad,False
a9d5d61f-be16-44d1-b46a-e2f9e90e1e92,USER5015,2437.38,travel,2026-04-11 13:25:18.690565,Bangalore,False
583eb15b-795c-4ba0-b793-3d7debb9be06,USER6370,2714.08,healthcare,2026-05-12 09:21:18.662953,Unknown,False
f5341295-c887-4d60-8a00-02b386d47003,USER2315,962.71,restaurant,2026-03-18 00:18:18.681981,Bangalore,False
2ee6252e-61fb-4724-af4a-2db2c253caea,USER8185,3045.0,healthcare,2026-04-07 09:44:18.740297,Pune,False
2d613681-7f95-44f3-b7c7-f4d7c34d047e,USER5060,1261.16,travel,2026-04-03 12:50:18.769811,Bangalore,False
1642dc4b-14db-407b-974b-78d02f79340f,USER2351,1424.38,grocery,2026-05-04 08:47:18.801337,Chennai,False
53d5405d-a093-4b83-9cd7-242f7a9f48e8,USER1128,493.82,fashion,2026-03-29 04:49:18.678212,Bangalore,False
ad13a19b-39dd-48f9-a9b4-1ee2e5101711,USER1607,154551.57,crypto,2026-05-13 07:36:18.824438,Unknown,True
9a9ee2c0-7202-4ca3-8482-1a6b9fccf477,USER7800,2720.58,grocery,2026-03-25 20:03:18.752076,Bangalore,False
9588c4ef-d56d-42ad-90aa-ed5cad61c8fa,USER4498,1358.83,travel,2026-04-04 06:07:18.749266,Unknown,False
ce3398bc-0c5b-46c1-8f31-4285292d246e,USER8897,234.79,healthcare,2026-03-10 09:21:18.755351,Kolkata,False
16d70f7c-bf41-454a-80e2-dc03d2d56672,USER5784,3730.95,grocery,2026-05-04 22:47:18.727153,Kolkata,False
5aac2770-b380-4b61-8b41-9175de7f4c18,USER7774,2522.64,fashion,2026-03-14 20:36:18.796944,Unknown,False
b6876d04-42ee-471d-9aaa-340795d1b0c0,USER5069,3046.57,crypto,2026-04-04 13:19:18.687042,Hyderabad,False
008a5c34-c084-475f-bef9-8f214ab1f4c3,USER8221,383.33,crypto,2026-04-14 08:03:18.658683,Kolkata,False
8b995e73-0a5f-45dc-a1fe-3e46e12f4e53,USER8399,4989.68,gaming,2026-03-10 17:01:18.675645,Pune,False
cd76d2bb-d010-4713-96e5-8fcfafb61f6a,USER5905,1526.11,travel,2026-05-13 15:54:18.729645,Pune,False
42c7af3d-cbca-4114-8a5a-0b55b51ad1c4,USER1164,259.01,grocery,2026-04-29 20:03:18.763748,Bangalore,False
deedaa96-1bf3-4fd6-891c-750a7a0ddcbd,USER7501,1111.0,grocery,2026-03-16 07:03:18.670100,Pune,False
78897b94-0983-4f8e-a581-4f5e01f4c8ac,USER2685,2467.99,grocery,2026-04-21 13:33:18.727975,Kolkata,False
22cb31fb-7ca9-41d9-9dfe-bcfd3d4809e1,USER6053,3858.01,healthcare,2026-03-26 14:38:18.693502,Chennai,False
be13be6a-0f04-41e4-894c-a293262bc388,USER5979,541.85,electronics,2026-04-11 22:18:18.763138,Delhi,False
d205fd8c-15db-4ec2-9151-735660df43bd,USER5390,496.15,grocery,2026-04-15 09:26:18.655996,Delhi,False
6aa0c36e-b331-4086-b4a0-9edff8a1e3e6,USER7881,3931.67,grocery,2026-03-17 22:20:18.656910,Kolkata,False
c962fbc7-38d8-44bc-9572-7cfb4fadfe00,USER8277,4762.05,grocery,2026-04-08 08:09:18.777403,Mumbai,False
6206a8a6-8698-4163-b87c-f94ef83f3e74,USER8134,1976.78,grocery,2026-04-08 00:46:18.690993,Bangalore,False
44126916-78bb-4499-be75-187260ef98ba,USER7689,2076.84,grocery,2026-04-07 13:08:18.675628,Mumbai,False
9800c68d-2d13-4e52-be0a-a8d1ea16033b,USER3184,4577.31,restaurant,2026-04-08 21:45:18.780715,Chennai,False
722463d2-28e4-4e95-8399-a1e1bd135007,USER4754,3646.08,electronics,2026-03-24 04:13:18.694354,Chennai,False
5cf88df9-f7a9-4f54-a526-15b59ad8c623,USER2311,2951.26,electronics,2026-04-10 00:34:18.777774,Chennai,False
1f8c52de-45f9-4563-813a-e4b90253b1e1,USER1964,4239.33,grocery,2026-05-01 07:39:18.740049,Chennai,False
d7e5723b-ac9a-4718-bd3d-0ac84f002cee,USER2222,3040.0,travel,2026-04-22 07:18:18.690435,Bangalore,False
1cc028c4-f822-4c59-8d12-ccc2e2de9749,USER7530,3224.45,grocery,2026-04-30 16:26:18.690976,Hyderabad,False
2d9f4f74-df7b-453f-aa19-609d8d856fb5,USER2279,3904.48,restaurant,2026-04-06 10:02:18.629704,Delhi,False
81e2fe98-ebdd-4eab-90a0-3bd5190de9ed,USER5496,2154.66,electronics,2026-04-06 03:18:18.625639,Bangalore,False
253b84ee-9388-40e9-9589-7ad15b9093ff,USER9532,2870.3,gaming,2026-03-13 23:45:18.629562,Unknown,False
d6c00bc2-d916-41a6-af05-59a05438589d,USER1647,532.27,gaming,2026-03-26 15:58:18.786707,Kolkata,False
e659179a-bcd1-4740-916e-ccc55a8725d8,USER4003,1081.12,travel,2026-03-16 18:56:18.682596,Bangalore,False
ecf18cbb-f8ca-49d6-b67f-787b5faf6432,USER7003,4639.49,healthcare,2026-03-24 10:21:18.629961,Bangalore,False
731ba852-9ed1-4780-90a1-6022e8591c95,USER7933,4660.7,travel,2026-05-11 12:48:18.676312,Unknown,False
f044ebf6-cd1b-43af-9da7-8cd339a9d23c,USER7194,4911.78,restaurant,2026-04-25 01:35:18.791909,Mumbai,False
fc78adcd-1975-4a81-9a90-70c189b792d3,USER6375,2886.36,healthcare,2026-05-11 18:26:18.630226,Unknown,False
a9e928c8-a0be-4702-a767-cb625dd12a22,USER3943,3665.82,electronics,2026-03-22 23:26:18.615113,Delhi,False
6cce5202-975f-41d1-9b92-edbf658b2ce3,USER1345,680.45,electronics,2026-03-13 18:48:18.614543,Mumbai,False
c9020729-5f8d-493a-afc8-a396666b3ab6,USER7107,4785.59,travel,2026-05-07 02:01:18.692001,Mumbai,False
bb1a5079-d314-4a41-947e-7c869df00684,USER2470,2792.48,grocery,2026-05-02 03:40:18.750188,Delhi,False
a8627ea9-1b8c-410c-ba12-c9592195a26b,USER7449,3634.46,fashion,2026-03-18 14:01:18.671109,Delhi,False
0a550619-7982-4529-b8af-02aca54fa2db,USER1978,85227.14,gaming,2026-05-10 20:42:18.827819,Unknown,True
1f3e05f5-aa6b-4760-a300-b5a614d06782,USER5276,2943.45,crypto,2026-03-26 21:22:18.614878,Kolkata,False
8767e74c-8927-4930-8468-efcd0f8f2684,USER8845,2822.92,electronics,2026-03-09 08:43:18.798602,Chennai,False
edc9ffca-83e2-4d1d-abcf-3e9c478d8e40,USER7257,156366.16,gaming,2026-04-10 04:04:18.822774,Unknown,True
a62a4b7a-df6e-4dd5-bb9f-14447a7f33d6,USER1669,1239.9,electronics,2026-03-26 08:20:18.709482,Unknown,False
135b6287-febc-4c13-ad7f-b120dacd285a,USER1924,2738.53,fashion,2026-04-24 08:29:18.794625,Chennai,False
c3f0e55f-8917-4c1c-a373-ebafb472aee5,USER2599,964.18,grocery,2026-03-21 06:32:18.616110,Bangalore,False
cbc48951-b876-406f-8de2-9df666b25219,USER4026,4642.04,electronics,2026-03-18 09:24:18.613644,Kolkata,False
08ad5bd4-41fb-41b0-bab7-c8eaf047354f,USER7268,3072.36,healthcare,2026-04-05 08:50:18.659261,Delhi,False
d02e15f2-b5c0-458d-a51c-15a3e3d522c0,USER5957,4824.28,restaurant,2026-03-20 06:43:18.620631,Delhi,False
78341d7b-b65b-434d-a401-1d805e634d79,USER1467,3488.44,gaming,2026-03-09 20:52:18.728500,Hyderabad,False
66508206-de17-47d7-832a-e68ce9e774d8,USER5760,3972.9,healthcare,2026-04-21 04:58:18.798852,Bangalore,False
4287ec5f-8d71-44a2-bb88-606ee2d2abc5,USER7459,543.39,fashion,2026-03-09 16:10:18.622685,Delhi,False
bd903278-af29-4b2e-97ae-6438fac5d9c5,USER5346,4112.56,crypto,2026-05-06 02:11:18.797679,Hyderabad,False
8673e619-f4a4-461f-adb9-f490c52f059f,USER8545,344.08,restaurant,2026-04-03 17:25:18.794812,Kolkata,False
04896516-4b50-47e2-bed3-960750b284a2,USER7377,2681.46,grocery,2026-04-09 21:28:18.698941,Hyderabad,False
9c58635d-c38b-4317-9ceb-6e31890774fe,USER6417,3079.0,gaming,2026-05-09 14:34:18.800973,Hyderabad,False
