transaction_id,user_id,amount,merchant_category,timestamp,location,is_fraud,transaction_hour,day_of_week,is_high_risk_merchant,amount_log,amount_category,user_transaction_count,user_cumulative_amount,previous_transaction_time,minutes_since_last_transaction,rapid_transaction_flag,risk_score,risk_level
1a2c1523-01d6-49fd-86ef-6399066ca9e3,USER1210,2357.46,crypto,2026-03-18 15:00:34.788427,Mumbai,False,15,Wednesday,1,7.765764142648335,medium,1,2357.46,,999999.0,0,25,LOW
24f5afbf-517e-4e96-b124-21ba45c3c77d,USER1212,2161.26,gaming,2026-03-31 02:17:34.787109,Pune,False,2,Tuesday,1,7.678909249988044,medium,1,2161.26,,999999.0,0,25,LOW
d32343b9-9e45-4a37-a527-cdcae7486f2d,USER1227,4184.02,grocery,2026-03-26 12:40:34.792966,Hyderabad,False,12,Thursday,0,8.339266761884678,medium,1,4184.02,,999999.0,0,0,LOW
9d576244-d526-4290-a100-63145de1374e,USER1233,1516.17,grocery,2026-04-23 00:26:34.791599,Delhi,False,0,Thursday,0,7.324602036352706,medium,1,1516.17,,999999.0,0,0,LOW
7d221bd6-453c-4486-ba85-28ef70c47eae,USER1233,83.64,electronics,2026-04-25 20:04:34.794438,Pune,False,20,Saturday,1,4.438406968109989,low,2,1599.8100000000002,2026-04-23 00:26:34.791599,4058.0000473166665,0,25,LOW
449a78b4-4c9a-4438-8d8a-60307c5b4ce6,USER1282,1260.84,gaming,2026-03-21 06:54:34.794385,Hyderabad,False,6,Saturday,1,7.140326252179219,medium,1,1260.84,,999999.0,0,25,LOW
ad1e31a9-594e-4551-a01a-d10a6565623d,USER1289,4315.86,crypto,2026-03-11 20:08:34.788128,Chennai,False,20,Wednesday,1,8.370283565101426,medium,1,4315.86,,999999.0,0,25,LOW
a3f04ba4-adf6-4b2f-8d21-fa39ed3aeaa6,USER1320,4351.96,restaurant,2026-03-21 23:33:34.787007,Bangalore,False,23,Saturday,0,8.378611352445064,medium,1,4351.96,,999999.0,0,0,LOW
23b655aa-eb06-462c-8609-09f198f66b11,USER1322,4341.76,gaming,2026-03-06 09:56:34.792091,Bangalore,False,9,Friday,1,8.37626536966777,medium,1,4341.76,,999999.0,0,25,LOW
1a8f691b-fb16-4308-b9df-620252091de7,USER1335,1780.27,gaming,2026-03-24 12:08:34.796359,Delhi,False,12,Tuesday,1,7.485081872024102,medium,1,1780.27,,999999.0,0,25,LOW
eeaf5f7e-a732-4239-af50-efee20d830c1,USER1335,199.17,crypto,2026-04-23 03:22:34.788171,Mumbai,False,3,Thursday,1,5.299167005502614,low,2,1979.44,2026-03-24 12:08:34.796359,42673.99986353333,0,25,LOW
69bedd09-399e-41d1-9224-7911dadf97c9,USER1349,1472.85,travel,2026-04-07 05:26:34.793607,Hyderabad,False,5,Tuesday,0,7.29563330366325,medium,1,1472.85,,999999.0,0,0,LOW
dae1ae82-0370-4055-991b-8f46212ede97,USER1365,1283.33,healthcare,2026-05-04 03:56:34.787376,Mumbai,False,3,Monday,0,7.157992460574457,medium,1,1283.33,,999999.0,0,0,LOW
fd179d93-6ede-402e-979d-558ecd17f7c4,USER1371,185682.21,gaming,2026-05-05 15:28:34.798451,Unknown,True,15,Tuesday,1,12.131797328605868,very_high,1,185682.21,,999999.0,0,85,HIGH
6d9c428d-9c97-4055-b8a1-efba18322500,USER1413,2563.02,gaming,2026-04-07 08:31:34.792327,Mumbai,False,8,Tuesday,1,7.849331618322151,medium,1,2563.02,,999999.0,0,25,LOW
e6e08e3e-9cf0-4bd0-a154-455516ea682e,USER1413,62100.98,crypto,2026-05-03 23:01:34.797823,Unknown,True,23,Sunday,1,11.036533151471255,very_high,2,64664.0,2026-04-07 08:31:34.792327,38310.0000916,0,45,MEDIUM
c44390ec-4661-4615-932a-0b19da00f9ed,USER1418,1734.32,electronics,2026-04-20 13:25:34.788583,Bangalore,False,13,Monday,1,7.458947113414701,medium,1,1734.32,,999999.0,0,25,LOW
1edb3d26-74a4-4694-8acd-6ec0769cf81b,USER1419,140469.24,crypto,2026-05-07 06:44:34.799133,Unknown,True,6,Thursday,1,11.852750930373364,very_high,1,140469.24,,999999.0,0,85,HIGH
d150249b-7602-4464-bc02-89e058053f9c,USER1435,4156.49,travel,2026-05-09 11:01:34.787019,Kolkata,False,11,Saturday,0,8.332666805772549,medium,1,4156.49,,999999.0,0,0,LOW
0a4a6a33-0da7-4ac5-90f2-06e09e0f2f95,USER1444,119.74,fashion,2026-04-18 22:46:34.788209,Chennai,False,22,Saturday,0,4.79363947336828,low,1,119.74,,999999.0,0,0,LOW
c63a9ad7-9113-464a-8bc3-cb490e85c343,USER1474,137445.26,gaming,2026-04-20 12:37:34.798359,Unknown,True,12,Monday,1,11.830988283328688,very_high,1,137445.26,,999999.0,0,85,HIGH
2d5b5c30-0d2c-4213-a860-b5b62d1b9f14,USER1491,4125.66,crypto,2026-05-12 00:56:34.790864,Kolkata,False,0,Tuesday,1,8.325223642060287,medium,1,4125.66,,999999.0,0,25,LOW
9f436797-bf3c-4124-adb6-7c064612ed92,USER1501,3787.38,restaurant,2026-03-28 15:10:34.790302,Kolkata,False,15,Saturday,0,8.23969376606444,medium,1,3787.38,,999999.0,0,0,LOW
32271320-c16c-47ee-ad65-722e66cc5ab3,USER1509,1859.18,restaurant,2026-03-27 02:00:34.789731,Pune,False,2,Friday,0,7.528428536218475,medium,1,1859.18,,999999.0,0,0,LOW
ec47d54b-1c4d-4df9-a5f2-990dd091d871,USER1512,4425.37,gaming,2026-03-12 03:56:34.796598,Unknown,False,3,Thursday,1,8.395335114044215,medium,1,4425.37,,999999.0,0,45,MEDIUM
c415fe72-de4c-41aa-a750-ae7a561d8fcd,USER1520,1448.4,electronics,2026-04-28 09:44:34.788464,Delhi,False,9,Tuesday,1,7.278904956675181,medium,1,1448.4,,999999.0,0,25,LOW
62f7e12b-06f3-4cc4-91cb-931adbe72092,USER1521,1804.66,gaming,2026-05-05 09:11:34.796088,Bangalore,False,9,Tuesday,1,7.498681454902486,medium,1,1804.66,,999999.0,0,25,LOW
845234bd-578a-44b6-acee-57fe76c7c126,USER1526,4695.87,healthcare,2026-05-11 18:46:34.796062,Bangalore,False,18,Monday,0,8.45465160840318,medium,1,4695.87,,999999.0,0,0,LOW
fd8da311-a3ea-4719-8f86-b3f538137bce,USER1538,2984.13,grocery,2026-03-29 21:17:34.787490,Pune,False,21,Sunday,0,8.001398575967158,medium,1,2984.13,,999999.0,0,0,LOW
32c9920a-b57e-470e-84b8-75a082cdc2b0,USER1539,552.09,crypto,2026-03-30 16:49:34.795838,Chennai,False,16,Monday,1,6.315520736923973,low,1,552.09,,999999.0,0,25,LOW
44dd05a1-2b34-4b0c-b56b-594ef1e21ac7,USER1576,3314.55,crypto,2026-03-23 03:04:34.788026,Chennai,False,3,Monday,1,8.106378801376858,medium,1,3314.55,,999999.0,0,25,LOW
26c0134b-dbdd-4d0c-8b1f-d6f597883615,USER1583,2036.15,healthcare,2026-04-27 02:05:34.796178,Unknown,False,2,Monday,0,7.619307051218187,medium,1,2036.15,,999999.0,0,20,LOW
f18152d7-3f78-4650-a9e5-06685d188461,USER1593,1366.3,fashion,2026-05-03 11:24:34.791479,Unknown,False,11,Sunday,0,7.220593271315036,medium,1,1366.3,,999999.0,0,20,LOW
ac6b0409-28cb-4ebe-a7da-070f1a58b249,USER1605,2566.63,travel,2026-04-22 05:15:34.796140,Chennai,False,5,Wednesday,0,7.850738573432303,medium,1,2566.63,,999999.0,0,0,LOW
936e92a4-6884-4fb4-8f79-33720601338c,USER1612,164066.11,electronics,2026-03-22 04:04:34.800289,Unknown,True,4,Sunday,1,12.008030830420928,very_high,1,164066.11,,999999.0,0,85,HIGH
e0429f40-6bf3-4211-911d-3b910a49eb4d,USER1615,721.75,grocery,2026-03-09 11:59:34.795473,Pune,False,11,Monday,0,6.583063380896456,low,1,721.75,,999999.0,0,0,LOW
86f5cba5-dbab-4bff-a7fd-0dcc2c46c1b1,USER1615,85.62,grocery,2026-04-25 01:52:34.793535,Pune,False,1,Saturday,0,4.46153073578648,low,2,807.37,2026-03-09 11:59:34.795473,67072.9999677,0,0,LOW
0c61ad8a-1f66-4fed-9225-770716e46cab,USER1657,2010.66,healthcare,2026-05-14 09:04:34.794039,Unknown,False,9,Thursday,0,7.606715530856374,medium,1,2010.66,,999999.0,0,20,LOW
a9f71fd5-da85-4f47-a878-70436a52323c,USER1662,98927.79,gaming,2026-04-10 04:40:34.798117,Unknown,True,4,Friday,1,11.502155577372156,very_high,1,98927.79,,999999.0,0,45,MEDIUM
a248be99-f40d-4017-80e3-194c8ac9918b,USER1687,3508.11,fashion,2026-03-20 00:02:34.789297,Kolkata,False,0,Friday,0,8.16311772305426,medium,1,3508.11,,999999.0,0,0,LOW
b652e4b0-5b7c-4a4b-a8cb-706bf9f53964,USER1692,68012.98,crypto,2026-04-29 04:15:34.798745,Unknown,True,4,Wednesday,1,11.127468551263172,very_high,1,68012.98,,999999.0,0,45,MEDIUM
79ea3827-2493-42bb-a3a2-bab8ea122fdb,USER1696,1589.21,restaurant,2026-04-28 10:29:34.795850,Mumbai,False,10,Tuesday,0,7.371621361964778,medium,1,1589.21,,999999.0,0,0,LOW
2cc6ffdc-b283-48a0-90f1-c365f0d2c80c,USER1701,3937.93,fashion,2026-03-24 18:57:34.792991,Chennai,False,18,Tuesday,0,8.27866439180513,medium,1,3937.93,,999999.0,0,0,LOW
0d318b1d-14be-400d-bf8b-498f675a6a6f,USER1711,54.86,crypto,2026-04-02 07:25:34.791340,Hyderabad,False,7,Thursday,1,4.022848560517031,low,1,54.86,,999999.0,0,25,LOW
2ae07f5b-1286-48b8-a25e-031b76b73254,USER1712,124021.32,electronics,2026-03-09 08:45:34.799605,Unknown,True,8,Monday,1,11.728216828389115,very_high,1,124021.32,,999999.0,0,85,HIGH
73407dd7-9f48-4da4-b055-a53e424427f0,USER1719,73264.24,electronics,2026-04-10 17:28:34.800214,Unknown,True,17,Friday,1,11.201841559846464,very_high,1,73264.24,,999999.0,0,45,MEDIUM
d540a81f-5750-4391-b89a-1b7cbfa65c1c,USER1725,2151.0,fashion,2026-03-25 18:36:34.796322,Mumbai,False,18,Wednesday,0,7.674152921281675,medium,1,2151.0,,999999.0,0,0,LOW
d98a87c4-9d39-4ff4-ad8a-5dcea23d45b3,USER1728,3973.92,fashion,2026-05-08 08:19:34.793382,Unknown,False,8,Friday,0,8.287759901099742,medium,1,3973.92,,999999.0,0,20,LOW
f7a44c8a-8621-4484-82b9-d5c9d6e730d8,USER1729,72911.86,electronics,2026-05-06 16:29:34.800305,Unknown,True,16,Wednesday,1,11.1970203084747,very_high,1,72911.86,,999999.0,0,45,MEDIUM
f69c48e7-3f78-47f5-b60b-df2d355e3240,USER1741,2440.73,crypto,2026-03-21 18:14:34.786919,Chennai,False,18,Saturday,1,7.800462083447313,medium,1,2440.73,,999999.0,0,25,LOW
7775aa09-6536-4099-8f62-6064fe03497e,USER1741,4505.55,healthcare,2026-03-30 12:02:34.793158,Unknown,False,12,Monday,0,8.413287173019793,medium,2,6946.280000000001,2026-03-21 18:14:34.786919,12588.000103983331,0,20,LOW
0f65215a-afc7-4a59-b71a-4de1d9b5ebbb,USER1746,644.04,healthcare,2026-04-13 21:57:34.791237,Hyderabad,False,21,Monday,0,6.469312330376766,low,1,644.04,,999999.0,0,0,LOW
d53dc951-7aa5-4cbc-977c-243d7e6ea511,USER1747,1924.28,crypto,2026-04-14 10:07:34.791771,Delhi,False,10,Tuesday,1,7.562826690689852,medium,1,1924.28,,999999.0,0,25,LOW
496dc2a7-b25f-4939-be66-371fdf433a8c,USER1749,154579.64,electronics,2026-04-20 02:53:34.798330,Unknown,True,2,Monday,1,11.948471180903294,very_high,1,154579.64,,999999.0,0,85,HIGH
a157319e-4f40-4b00-93e5-21de1281003c,USER1759,841.03,electronics,2026-04-18 08:21:34.795207,Chennai,False,8,Saturday,1,6.735815643061295,low,1,841.03,,999999.0,0,25,LOW
ff607d31-b93b-434f-9a61-919e3c142d41,USER1761,4509.13,electronics,2026-03-09 07:26:34.789005,Hyderabad,False,7,Monday,1,8.414081256914999,medium,1,4509.13,,999999.0,0,25,LOW
43248c43-98dc-4eec-8ad3-44aab063fbd4,USER1763,2229.09,fashion,2026-03-29 05:03:34.790941,Pune,False,5,Sunday,0,7.709797222384167,medium,1,2229.09,,999999.0,0,0,LOW
7dc515d4-916e-4ab2-8894-2b7333ad05eb,USER1766,4589.47,electronics,2026-05-05 15:23:34.794491,Mumbai,False,15,Tuesday,1,8.431737694326587,medium,1,4589.47,,999999.0,0,25,LOW
4975c4cd-ff66-4f1e-a8b9-a341965e5580,USER1772,4300.0,travel,2026-04-05 03:18:34.795096,Bangalore,False,3,Sunday,0,8.366602832783736,medium,1,4300.0,,999999.0,0,0,LOW
147f01eb-199e-401f-a40b-68bd461e3258,USER1775,4686.94,fashion,2026-04-19 05:22:34.792613,Hyderabad,False,5,Sunday,0,8.452748532540133,medium,1,4686.94,,999999.0,0,0,LOW
836ab6aa-ef06-4549-ac00-bf6112de87cb,USER1797,1551.49,travel,2026-05-05 09:34:34.788570,Pune,False,9,Tuesday,0,7.347615372563056,medium,1,1551.49,,999999.0,0,0,LOW
0c2900fb-df04-47e6-9ac3-2deaed090155,USER1818,1442.54,travel,2026-03-09 05:08:34.796561,Mumbai,False,5,Monday,0,7.274853709145111,medium,1,1442.54,,999999.0,0,0,LOW
1954c920-cad1-47b8-bbbe-fb79eda300a9,USER1835,116371.28,electronics,2026-04-17 05:46:34.799059,Unknown,True,5,Friday,1,11.664549641588714,very_high,1,116371.28,,999999.0,0,85,HIGH
154e4237-8ca0-43a1-97f4-a820c76bd103,USER1853,2420.42,crypto,2026-04-30 14:00:34.788669,Unknown,False,14,Thursday,1,7.792109423924009,medium,1,2420.42,,999999.0,0,45,MEDIUM
06967c94-6902-4a85-8608-0e301ffb9597,USER1859,3538.52,crypto,2026-05-14 00:31:34.793213,Bangalore,False,0,Thursday,1,8.17174640371389,medium,1,3538.52,,999999.0,0,25,LOW
738a9a5a-a924-4c2d-9728-ac608865d861,USER1863,1470.86,healthcare,2026-03-29 00:04:34.790802,Pune,False,0,Sunday,0,7.294282186070051,medium,1,1470.86,,999999.0,0,0,LOW
1aac4c48-4ee1-4296-b460-ea6761668024,USER1869,1588.49,fashion,2026-05-06 07:14:34.792926,Kolkata,False,7,Wednesday,0,7.371168489044499,medium,1,1588.49,,999999.0,0,0,LOW
eb984681-a5aa-446a-afd1-10dedd55090d,USER1902,129690.92,electronics,2026-04-27 12:11:34.798542,Unknown,True,12,Monday,1,11.77291707075409,very_high,1,129690.92,,999999.0,0,85,HIGH
02039d64-8c65-42a0-8aee-a901e4c75411,USER1904,67836.82,gaming,2026-04-03 21:44:34.799493,Unknown,True,21,Friday,1,11.1248751355155,very_high,1,67836.82,,999999.0,0,45,MEDIUM
0a928f8f-e7ac-4fc9-b085-3d427f7d56bd,USER1921,4113.59,grocery,2026-04-05 21:09:34.790790,Pune,False,21,Sunday,0,8.322294472667275,medium,1,4113.59,,999999.0,0,0,LOW
ceb8cd98-a547-4d6d-b0f1-8abba4770cb9,USER1921,3210.75,gaming,2026-04-21 17:40:34.788746,Hyderabad,False,17,Tuesday,1,8.07457123891172,medium,2,7324.34,2026-04-05 21:09:34.790790,22830.999965933333,0,25,LOW
1f4108f7-1f28-4029-9f5e-b5b582eddc3a,USER1922,2641.22,healthcare,2026-03-24 23:41:34.791718,Kolkata,False,23,Tuesday,0,7.879374751865306,medium,1,2641.22,,999999.0,0,0,LOW
7fb66e51-9edf-496b-8002-f6b7a376149e,USER1927,2777.89,gaming,2026-04-07 19:00:34.786958,Hyderabad,False,19,Tuesday,1,7.929806846375429,medium,1,2777.89,,999999.0,0,25,LOW
122c548d-37db-4f72-b0e0-8f2071778ac0,USER1938,158297.15,electronics,2026-04-21 19:52:34.798672,Unknown,True,19,Tuesday,1,11.972235559129937,very_high,1,158297.15,,999999.0,0,85,HIGH
9b540a98-0a3a-40ba-ad74-e34c4ef7eb4d,USER1939,2485.62,fashion,2026-04-23 16:43:34.796234,Unknown,False,16,Thursday,0,7.818679637597567,medium,1,2485.62,,999999.0,0,20,LOW
965fa26a-8ce2-4e85-aa03-d47b05c93a32,USER1940,3041.21,fashion,2026-03-07 14:56:34.795663,Hyderabad,False,14,Saturday,0,8.020339503967106,medium,1,3041.21,,999999.0,0,0,LOW
2a59d1c4-2dd3-4685-9ff9-8986a27da203,USER1942,498.16,crypto,2026-04-25 22:06:34.787056,Pune,False,22,Saturday,1,6.212926685639654,low,1,498.16,,999999.0,0,25,LOW
8dbef333-7a1f-4366-8f35-afb774cf009c,USER1951,4992.76,healthcare,2026-04-22 12:07:34.789103,Mumbai,False,12,Wednesday,0,8.515944412015708,medium,1,4992.76,,999999.0,0,0,LOW
6ca4213d-9b93-449c-a8dc-5595ae4b860f,USER1956,3197.68,healthcare,2026-04-20 05:13:34.790475,Unknown,False,5,Monday,0,8.07049350368629,medium,1,3197.68,,999999.0,0,20,LOW
8b313f21-465a-487a-bfed-6e7e914982a4,USER1981,59152.3,gaming,2026-05-04 19:25:34.799256,Unknown,True,19,Monday,1,10.987887658213792,very_high,1,59152.3,,999999.0,0,45,MEDIUM
0a878d99-2519-4bfa-8117-01e5966a0733,USER1991,1738.24,healthcare,2026-03-23 05:38:34.792042,Bangalore,False,5,Monday,0,7.461203515182507,medium,1,1738.24,,999999.0,0,0,LOW
0385e96e-abe2-4cc6-9bbf-b6fca04f794f,USER1996,107410.5,gaming,2026-04-01 01:40:34.800170,Unknown,True,1,Wednesday,1,11.584422531674733,very_high,1,107410.5,,999999.0,0,85,HIGH
96a9dc99-9995-4148-a1dc-5aedbf6e4992,USER2005,1508.42,gaming,2026-04-09 19:58:34.788942,Mumbai,False,19,Thursday,1,7.319480750061115,medium,1,1508.42,,999999.0,0,25,LOW
f2aab002-765e-4421-a0fa-784df3b07405,USER2009,126944.15,crypto,2026-03-14 23:27:34.800232,Unknown,True,23,Saturday,1,11.751510382385703,very_high,1,126944.15,,999999.0,0,85,HIGH
35707d7d-e771-4290-8247-6d2aec81a31b,USER2028,636.95,restaurant,2026-04-14 16:55:34.791006,Bangalore,False,16,Tuesday,0,6.458259910367753,low,1,636.95,,999999.0,0,0,LOW
8b0d8602-75ac-4fdc-8fc0-31b989ad70f4,USER2039,160291.11,electronics,2026-03-13 09:28:34.799814,Unknown,True,9,Friday,1,11.984753117174188,very_high,1,160291.11,,999999.0,0,85,HIGH
25e4df18-fbe2-4767-ba58-bfcdf5c3ab35,USER2043,3735.3,gaming,2026-04-23 09:12:34.790142,Kolkata,False,9,Thursday,1,8.225851095910745,medium,1,3735.3,,999999.0,0,25,LOW
92c5d471-b7f9-4c44-a3ee-8bbeb65b6412,USER2044,906.59,grocery,2026-04-24 08:12:34.796423,Pune,False,8,Friday,0,6.810792734775353,low,1,906.59,,999999.0,0,0,LOW
313b38dd-ab27-4f18-b41d-0d15743a54e1,USER2045,1361.94,fashion,2026-04-17 11:20:34.793083,Chennai,False,11,Friday,0,7.21739941018468,medium,1,1361.94,,999999.0,0,0,LOW
fa26f8a4-12c0-45bb-835e-5cbd2c0d85dc,USER2047,2862.76,fashion,2026-03-31 19:47:34.787990,Pune,False,19,Tuesday,0,7.959890725686532,medium,1,2862.76,,999999.0,0,0,LOW
b95ddf68-cff9-4e94-a5bf-8b81973cf081,USER2049,4295.56,crypto,2026-04-05 22:06:34.787306,Chennai,False,22,Sunday,1,8.365569981510884,medium,1,4295.56,,999999.0,0,25,LOW
c4bd35ec-7389-4f73-9bac-ca5b3aaa9e76,USER2052,190612.9,gaming,2026-03-29 11:15:34.798658,Unknown,True,11,Sunday,1,12.158005195140213,very_high,1,190612.9,,999999.0,0,85,HIGH
93c12103-5993-498f-87df-f28fefc2393f,USER2071,1028.67,fashion,2026-05-10 08:19:34.789847,Pune,False,8,Sunday,0,6.936993641538854,medium,1,1028.67,,999999.0,0,0,LOW
22a10254-049f-48ac-9cb7-3845b8bfeabd,USER2075,1669.85,electronics,2026-04-05 05:31:34.795367,Kolkata,False,5,Sunday,1,7.421087757959309,medium,1,1669.85,,999999.0,0,25,LOW
b41e481d-d3e0-41b9-8799-deed021f92fd,USER2082,1761.1,restaurant,2026-05-03 09:33:34.797164,Unknown,False,9,Sunday,0,7.4742615585746845,medium,1,1761.1,,999999.0,0,20,LOW
fd6bf748-916c-4c99-aff1-2ceb38973592,USER2095,521.41,restaurant,2026-03-12 09:06:34.786740,Mumbai,False,9,Thursday,0,6.258452720198609,low,1,521.41,,999999.0,0,0,LOW
80cec97b-ff7c-4d71-afe3-24e505cc6c22,USER2095,1174.6,grocery,2026-04-24 17:07:34.795147,Unknown,False,17,Friday,0,7.069533934544762,medium,2,1696.0099999999998,2026-03-12 09:06:34.786740,62401.00014011667,0,20,LOW
8f109bb4-149c-486e-9b70-d71ba3f1849b,USER2103,450.16,grocery,2026-03-25 18:03:34.793499,Delhi,False,18,Wednesday,0,6.111822043771716,low,1,450.16,,999999.0,0,0,LOW
d2f37e36-c621-4a04-8c3a-41a893db8918,USER2106,130676.41,crypto,2026-04-12 06:27:34.800545,Unknown,True,6,Sunday,1,11.780487046112416,very_high,1,130676.41,,999999.0,0,85,HIGH
344a9187-d5eb-43e4-9c4c-62da2bb93054,USER2149,3195.17,restaurant,2026-04-30 04:07:34.794707,Delhi,False,4,Thursday,0,8.06970849696091,medium,1,3195.17,,999999.0,0,0,LOW
1a795e39-37a7-4f72-b47d-d3aefd6d1706,USER2158,2252.11,travel,2026-04-15 05:27:34.790180,Unknown,False,5,Wednesday,0,7.720066763030903,medium,1,2252.11,,999999.0,0,20,LOW
